cfips,county,state,q418_venturedensity,q119_venturedensity,q219_venturedensity,q319_venturedensity,q419_venturedensity,q120_venturedensity,q220_venturedensity,q320_venturedensity,q420_venturedensity,q418_highlyactiveventuredensity,q119_highlyactiveventuredensity,q219_highlyactiveventuredensity,q319_highlyactiveventuredensity,q419_highlyactiveventuredensity,q120_highlyactiveventuredensity,q220_highlyactiveventuredensity,q320_highlyactiveventuredensity,q420_highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc1819,perc_black,perc_hisp,perc_native,perc_asian,perc_white
1023,Choctaw,AL,.820350706577301,.6848799586296082,.6924061179161072,.71498454,.73003685,.77268511,.83791173,.83540303,.79526353,.0752615332603455,.0376307666301727,.0827876850962639,.086550757,.090313837,.097839996,.10034871,.11540101,.085296407,28.152878,18.980438,-9.1724396,32622,32122,34884,35892,1008,42.6,.4100580270793037,.1,.1,56.8
1025,Clarke,AL,.8854187726974487,.5111281275749207,.4467340111732483,.41856158,.42661086,.46551561,.44539249,.45210019,.45612481,.2213546931743622,.156960591673851,.0885418727993965,.084517248,.097932681,.11671429,.11939738,.11671429,.099274226,8.8110809,18.652908,9.8418274,32735,33827,36127,37404,1277,45.8,.327420424403183,.1,.4,53
1027,Clay,AL,1.060594797134399,3.033449411392212,2.796113729476929,2.6848624,2.6898069,2.7244184,2.7145295,2.6823902,2.6774457,.2744196355342865,.1335014402866364,.0667507201433182,.081584215,.074167468,.1260847,.11866795,.11372345,.084056467,20.145416,28.418022,8.2726059,38815,37287,41225,40845,-380,15.6,3.141636050086226,.3,.2,83.2
1029,Cleburne,AL,.8738576769828796,1.120672345161438,1.107331037521362,1.1306784,1.1384609,1.1896026,1.1918262,1.1962733,1.1695907,.2334734201431274,.2868387699127197,.2734974324703217,.2601561,.24459119,.28239167,.26682675,.2090143,.20234363,12.57325,32.215042,19.641792,36316,37396,40188,44741,4553,2.7,2.460445159560204,.1,0,93.90000000000001
1031,Coffee,AL,1.664999723434448,1.919946670532227,1.933674573898315,1.9719167,2.0134273,2.0265014,2.0722611,2.0604944,1.9925085,.3255476355552673,.4236041605472565,.4216430485248566,.40105116,.41772076,.4268727,.43210241,.41379851,.34385154,46.069218,52.51263,6.4434128,47872,49821,53155,55637,2482,16.9,7.283883705625025,1.2,1.4,75.7
1033,Colbert,AL,1.68269670009613,2.265663862228394,2.260146856307983,2.2389979,2.2625988,2.2613728,2.2638247,2.27915,2.2307227,.3843536972999573,.5094065666198731,.5094065666198731,.5406698,.53086168,.55905992,.54250878,.50205052,.42848998,43.589008,46.13279,2.5437813,43786,45477,47558,48065,507,16.2,2.842745248397875,.6,.5,79
1035,Conecuh,AL,.5355595946311951,1.590927004814148,1.622430443763733,1.5948648,1.5489223,1.4439106,1.48329,1.6618099,1.6198052,.0551311336457729,.244152158498764,.2284004092216492,.27565569,.26252919,.26515451,.22314982,.22577512,.2021475,7.722847,17.057365,9.3345184,27609,30434,33177,37837,4660,47.8,.6777472970792319,.2,.5,50.7
1037,Coosa,AL,.4694403409957886,.0460235625505447,.0368188507854939,.036818851,.027614139,.027614139,.027614139,.021477664,.018409425,.0736377015709877,.0092047126963735,0,0,0,0,0,0,0,18.499916,38.931778,20.431862,31910,34792,38301,38990,689,33.6,1.013293669238635,.1,0,65.8
1039,Covington,AL,1.105250597000122,1.26427948474884,1.240425109863281,1.2682552,1.2784154,1.2686969,1.256328,1.2872503,1.2404251,.2199899256229401,.2279413640499115,.2120384871959686,.21733946,.23147534,.24472775,.23589282,.21998993,.18465018,31.286026,29.622871,-1.6631546,37313,39467,40601,42189,1588,13.5,1.690860215053763,.1,.5,84.59999999999999
1041,Crenshaw,AL,.7556131482124329,1.475244641304016,1.511226296424866,1.4500575,1.7990788,1.7079256,1.5520054,1.4008827,1.3385147,.1511226296424866,.2518710494041443,.2806563079357147,.22668394,.23268087,.24947228,.25187105,.24947228,.22788332,34.806633,36.157124,1.3504906,37557,38937,39812,43163,3351,23.3,.7945680439179428,.7,1.3,71.40000000000001
1043,Cullman,AL,1.807762265205383,3.245363712310791,3.29578423500061,3.3289881,3.329808,3.3220193,3.3876071,3.394166,3.3322675,.3799990117549896,.6751438975334168,.7292537689208984,.74954498,.7575385,.78787285,.78008425,.7276141,.63579124,36.928082,38.269699,1.3416176,39297,40997,42558,44918,2360,1.3,4.358321364344079,.3,.4,95.09999999999999
1045,Dale,AL,1.030096530914307,.8002902865409851,.8123853206634522,.79222691,.80633783,.82112068,.80700976,.85404611,.84867054,.139093279838562,.1411091238260269,.1511883437633514,.15118834,.14581276,.15051639,.15118834,.14581276,.12229457,44.701157,41.884239,-2.8169174,44093,44711,45960,47214,1254,20.3,6.51419526351036,.8,1.4,72.40000000000001
1047,Dallas,AL,.8786752223968506,.0555206872522831,.0506928004324436,.059141602,.059543926,.058739278,.052302096,.051497448,.053911392,.1955293715000153,.0048278858885169,.0048278858885169,.0096557718,.01046042,.0096557718,.0096557718,.0096557718,.0072418288,8.3279572,17.090118,8.7621613,28136,30065,31602,33845,2243,70.7,1.07026999412501,.1,.6,27.9
1049,De Kalb,AL,1.536574721336365,2.68971061706543,2.732001543045044,2.6883008,2.7061572,2.6854815,2.7202542,2.7710032,2.7395201,.3157731294631958,.5385059714317322,.5497835874557495,.53216231,.5281682,.55683213,.54132539,.51830029,.42103088,13.79541,34.06794,20.27253,38248,38842,39233,40440,1207,1.5,14.55055391950638,1.2,.1,85.40000000000001
1051,Elmore,AL,1.919537544250488,3.955186128616333,4.04782772064209,4.0169473,4.0552392,4.0243587,4.0614152,4.2335229,4.1021776,.3989772200584412,.9054189324378967,.8597156405448914,.89059627,.86959743,.88647884,.87165612,.85106909,.71519446,47.836693,58.656185,10.819492,53398,54981,59347,60891,1544,21.5,2.962634329093957,.3,.5,75.3
1053,Escambia,AL,1.233003258705139,.0871287137269974,.0792079195380211,.080528051,.081848182,.082728274,.084488451,.094169416,.088888891,.2534653544425964,.0184818487614393,.0184818487614393,.023762377,.01760176,.014081408,.012321233,.010561056,.011441144,22.709335,16.767265,-5.94207,32334,35026,35000,36275,1275,32.1,2.334241843646275,4,.3,62.2
1055,Etowah,AL,1.694029808044434,1.214167594909668,1.2054603099823,1.1870786,1.1745015,1.1432202,1.1561197,1.1757915,1.1686968,.315393328666687,.2563779950141907,.2438009679317474,.24089858,.23283638,.24767083,.24122107,.23380385,.20026508,29.74337,30.444038,.70066833,40478,42064,44023,44637,614,15.9,3.875501226301242,.6,.7,79.8
1057,Fayette,AL,.5124232769012451,.0297920517623425,.023833641782403,.026812848,.023833642,.017875232,.017875232,.017875232,.017875232,.095334567129612,.0059584104456007,.0059584104456007,.0059584104,.0059584104,0,0,0,0,25.880745,20.484741,-5.3960037,36205,36541,37458,39856,2398,11.8,1.800654783557657,0,.5,85.3
1059,Franklin,AL,1.399930357933044,.2090393751859665,.21220663189888,.20112121,.19742607,.20376059,.21326238,.22487569,.25443679,.4149114489555359,.0475089475512505,.0285053681582212,.036423527,.032728385,.036951404,.042230178,.038007159,.029561123,24.02478,36.854294,12.829514,36138,39501,40459,43514,3055,4.4,17.16138053772326,1.3,.4,83
1061,Geneva,AL,.8294414281845093,.4931814074516296,.5193349719047546,.44087428,.43215641,.39977583,.39728501,.39728501,.39853042,.1345040202140808,.085933119058609,.070988230407238,.057911452,.062270377,.083442308,.08095149,.07596986,.07223364,14.895599,30.383209,15.48761,36519,39293,38142,41732,3590,9.6,3.978498694022788,.9,.4,86.59999999999999
1063,Greene,AL,1.001513957977295,.8617677688598633,.7686036825180054,.71619892,.71037614,.7491945,.75695819,.78024924,.75307637,.2794922590255737,.2096191942691803,.2096191942691803,.11645511,.12421878,.16691899,.18632817,.15915531,.14362797,10.834473,12.039116,1.2046432,21339,20954,21804,24145,2341,79.5,1.741950985103316,.4,0,17.3
1065,Hale,AL,.5871099829673767,.3628207743167877,.3430305421352387,.29685336,.29465446,.30564901,.35182619,.38920772,.36721858,.0791608989238739,.046177189797163,.0527739301323891,.079160899,.065967411,.070365235,.065967411,.072564155,.05937067,16.110588,20.742088,4.6315002,33351,34679,30571,34046,3475,59.4,.027010601661152,.2,.2,39.5
1067,Henry,AL,2.013149499893189,1.053121566772461,1.134578466415405,1.0327573,1.0822133,1.0628188,1.1151839,1.1268207,1.0279087,.4014661908149719,.1338220685720444,.128003716468811,.14545877,.14933768,.14739822,.15903492,.13382207,.10666977,24.991035,38.239285,13.248249,41045,45569,48610,50017,1407,26.6,2.620673553960194,.2,.4,70.7
1069,Houston,AL,2.522836446762085,2.973308563232422,2.931919097900391,2.968977,2.9867842,2.9909554,3.021436,3.1010065,3.0968354,.5765658617019653,.6362437605857849,.6708954572677612,.68774003,.70362204,.73217762,.72191048,.71035993,.58009517,38.499439,44.768852,6.269413,41945,42803,45496,47580,2084,26.9,3.322763653034326,.3,.9,69.09999999999999
1071,Jackson,AL,1.151916027069092,.7603406310081482,.7679440379142761,.73372871,.74259937,.74513382,.74450022,.73119426,.70014697,.2090936750173569,.1292579025030136,.1425638645887375,.14446472,.13876216,.14763281,.14763281,.14129663,.1254562,21.836357,26.375633,4.5392761,38422,39281,39816,41769,1953,3.5,2.929491630023914,1.2,.4,91.5
1073,Jefferson,AL,4.529992580413818,3.049176454544067,3.082252025604248,3.1250379,3.1555848,3.1487067,3.2340257,3.2879884,3.2783792,1.057660818099976,.7240219712257385,.7417736053466797,.78941458,.79300535,.80701447,.80190647,.78238475,.6759764,49.16888,55.696705,6.5278244,47220,49321,51979,53901,1922,42.9,3.874151103565366,.2,1.6,51.8
1075,Lamar,AL,.6611687541007996,1.862647533416748,1.834210157394409,1.7666714,1.8105123,1.8721266,1.9432201,1.9621783,1.9147828,.1848428845405579,.3767951130867004,.3767951130867004,.35902175,.34124839,.3388786,.33650884,.36968577,.32702971,16.466957,19.967712,3.5007553,34298,36016,36756,38364,1608,10.7,1.649261793302125,0,.1,87.5
1077,Lauderdale,AL,3.246942520141602,3.373236417770386,3.400222301483154,3.5335326,3.5635769,3.5297546,3.5682545,3.5585396,3.4952128,.7631610035896301,.8149739503860474,.8041795492172241,.79824269,.78618896,.80381978,.79374504,.77251613,.64514273,39.33654,44.523205,5.1866646,43657,44888,46265,48094,1829,10.4,2.675137214227063,.4,.6,86.90000000000001
1079,Lawrence,AL,.9481649994850159,.6131666302680969,.625130832195282,.59671581,.60020542,.60718453,.60519046,.59621727,.58026499,.164508119225502,.0807585343718529,.077767476439476,.086740643,.084746607,.084746607,.074776419,.085743628,.071785361,44.457199,41.105186,-3.3520126,42339,43779,44515,44886,371,10.6,2.19009014459435,5.6,.2,78
1081,Lee,AL,2.801613569259644,3.624624013900757,3.639564275741577,3.6304703,3.642379,3.610117,3.6577523,3.7415473,3.6854675,.6833520531654358,.8463951945304871,.8671815395355225,.89251494,.88926709,.92412758,.90680557,.88017303,.75393909,51.311855,65.085159,13.773304,45056,47564,48056,51463,3407,22.9,3.676653097696585,.2,4.3,70.3
1083,Limestone,AL,2.179332256317139,3.983070611953735,4.058411121368408,4.0584111,4.1104846,4.1551714,4.2227564,4.3302274,4.2903414,.4398550689220429,.819881021976471,.8065856099128723,.84370184,.84942627,.88118744,.84979558,.8191424,.70206928,46.597786,59.365059,12.767273,51115,52831,56460,59686,3226,13.8,6.017291796425518,.8,1.4,80.2
1085,Lowndes,AL,.7193563580513001,.709891140460968,.690960705280304,.72882158,.68149549,.70358098,.72251141,.76037228,.76352739,.1325130164623261,.1419782340526581,.1325130164623261,.17510648,.15775359,.15775359,.14828837,.13251302,.12935795,8.2992554,22.908478,14.609222,27914,29785,30833,30036,-797,74.59999999999999,.4960809604127394,.1,0,24.8
1087,Macon,AL,1.32086968421936,1.524080514907837,1.513919949531555,1.5418614,1.5494819,1.6070582,1.5867372,1.6443135,1.6172187,.3861003816127777,.3810201287269592,.4165819883346558,.4394432,.41996884,.50125313,.49617288,.45383731,.38102013,31.190353,17.471458,-13.718895,32390,32308,32074,33370,1296,83.2,.8124866367329484,.1,.2,16
1089,Madison,AL,4.715506553649902,4.39833927154541,4.418055057525635,4.4403429,4.4734879,4.4132929,4.5028238,4.588449,4.5388265,.9960768222808838,.9157849550247192,.9163563847541809,.94621587,.93845332,.98398066,.97731346,.94283462,.78996569,70.65126,76.719543,6.0682831,60150,61318,63417,65449,2032,24.3,4.948713135841182,.6,2.6,67.90000000000001
1091,Marengo,AL,1.046546339988709,1.510016918182373,1.480115652084351,1.5274594,1.5482242,1.5349348,1.5233064,1.5166616,1.4801157,.2591448426246643,.3438652455806732,.33389812707901,.32642281,.36379945,.36712185,.36878303,.34552643,.30233562,15.019974,22.026482,7.0065079,30713,32255,32809,33241,432,53.6,1.01444024636406,.1,0,45.8
1093,Marion,AL,1.035087108612061,1.117761850357056,.9524124264717102,.79037005,.72643495,.73966289,.78816539,.81241661,.77052814,.178577333688736,.3406197428703308,.2844009399414063,.1901518,.17306569,.17306569,.16755404,.16424705,.14991677,21.236038,24.967247,3.7312088,34074,35719,35392,35930,538,3.6,2.601620571887765,.5,.2,92.90000000000001
1095,Marshall,AL,1.801468253135681,1.098017692565918,1.108595848083496,1.1318679,1.1198792,1.1089485,1.1241106,1.135394,1.1442091,.3956248760223389,.2094484567642212,.2179110199213028,.23060486,.237657,.2485878,.24400392,.22989964,.19463897,34.13456,43.837734,9.7031746,39831,41104,42490,45983,3493,2.7,13.96547577972251,.4,.6,93
1097,Mobile,AL,3.076339960098267,3.153339147567749,3.11327052116394,2.9606001,2.9098709,2.833596,2.8130789,2.8492856,2.8272398,.6029578447341919,.6225093007087708,.6314402222633362,.66402602,.66442829,.69765776,.68888777,.67134774,.56409627,38.607063,40.038368,1.4313049,44263,45802,46166,47583,1417,35.8,2.902099421898318,.8,1.9,58.6
1099,Monroe,AL,.6461888551712036,.6598407030105591,.6689419746398926,.66211605,.73113388,.73113388,.76450515,.7705726,.753887,.1410693973302841,.1274175196886063,.1228668913245201,.13196814,.13955252,.17899127,.18505879,.18657565,.16078877,13.185524,26.3265,13.140976,28182,26036,30141,30441,300,42.4,.380818053596615,1.7,.3,54.5
1101,Montgomery,AL,3.340487003326416,3.482532262802124,3.63689136505127,3.6333733,3.6921556,3.590276,3.6379175,3.756362,3.6651831,.6961546540260315,.7036307454109192,.7757529020309448,.86392665,.87001008,.85227275,.8574034,.84919435,.742477,41.874146,41.774284,-.099861145,45358,46545,47990,50124,2134,57.9,3.515451152502192,.2,2.8,35.8
1103,Morgan,AL,2.008280754089356,1.881978988647461,1.835975050926209,1.8401573,1.8568859,1.855213,1.8839307,1.8811426,1.8599529,.4633850455284119,.447492778301239,.4307640790939331,.45794821,.45920289,.47314346,.46756724,.44470465,.38726947,41.517784,54.634567,13.116783,46883,47529,49751,52156,2405,12.8,8.356471190222543,.5,.6,79.90000000000001
1105,Perry,AL,.3246753215789795,4.139610290527344,4.088880062103272,4.0280032,3.9738908,3.9333062,4.0618234,4.1666665,4.1632848,.0507305189967155,.9232954382896423,.8421266078948975,.98417211,.92667747,.84550869,.86241883,.90638524,.82521647,5.462677,16.902954,11.440277,24912,22973,23561,23447,-114,69.8,1.183686645862477,0,.1,29.5
1107,Pickens,AL,.4540464878082275,.4191198348999023,.3991617560386658,.41662508,.44074112,.38253003,.37421414,.40082493,.39749858,.1147590056061745,.0698533058166504,.0399161763489246,.04241094,.0449057,.041579351,.038253002,.051558394,.051558394,14.407692,20.344376,5.9366837,31679,36220,37458,39848,2390,40.2,4.865879563305834,.1,.1,56.7
1109,Pike,AL,1.562640905380249,1.081828236579895,1.024731755256653,1.0352495,1.0577877,1.0597911,1.0868367,1.121896,1.0908436,.4056856036186218,.3035129308700562,.2554316818714142,.28397995,.28448078,.28648415,.30451462,.30852139,.24741814,32.584724,27.419052,-5.1656723,33193,35684,34678,37446,2768,36.8,2.250022500225002,.6,2.2,57.9
1111,Randolph,AL,.9860711693763733,.5394649505615234,.5571523308753967,.55936325,.59547496,.63084972,.62937576,.65885472,.71486479,.2608887851238251,.128233477473259,.1547645330429077,.13044441,.14297295,.13855112,.14002506,.14444689,.14444689,15.230446,28.207474,12.977028,37496,39485,41449,43395,1946,20.4,2.949618050955976,.2,.2,77.09999999999999
1113,Russell,AL,1.991950392723084,1.033494830131531,1.040316581726074,1.0573709,1.0624872,1.0698774,1.1073971,1.1687927,1.1727722,.4434136152267456,.2285285443067551,.2455829232931137,.23193944,.23705573,.25922641,.25695249,.24160357,.20351547,31.372124,37.783081,6.4109573,38400,38988,40978,42443,1465,43.7,5.490750966316952,.3,1,49.2
1115,St Clair,AL,2.200378894805908,5.284374237060547,5.294769763946533,5.3577204,5.3944898,5.3090158,5.2805243,5.3702335,5.2751341,.4816577434539795,1.108852386474609,1.155054569244385,1.1741129,1.1512043,1.1739204,1.1639099,1.1092373,.96485555,40.458256,59.68557,19.227314,54042,53483,54887,58308,3421,9.6,2.424166657195786,.4,.8,87.3
1117,Shelby,AL,5.624153137207031,9.931974411010742,9.908182144165039,9.9518814,10.103698,10.031674,10.35667,10.409272,9.8932915,1.239129662513733,2.234512090682983,2.233055353164673,2.2668014,2.2634833,2.2796686,2.2448707,2.1508353,1.8651686,72.602905,73.919144,1.3162384,72310,74063,75761,77799,2038,12.1,5.719854567262641,.3,2.1,80.09999999999999
1119,Sumter,AL,.7828378081321716,.8882197737693787,.7978923320770264,.82047421,.82298332,.83552879,.8455652,.87567431,.87316525,.2032367289066315,.2408731579780579,.2408731579780579,.23710951,.24087316,.27098233,.25341865,.28352779,.24840045,19.927773,29.714111,9.7863388,20428,21663,23132,24320,1188,71.90000000000001,.5313745409080253,.1,2.1,25.2
1121,Talladega,AL,1.220129013061523,2.081251382827759,1.756788492202759,1.8394463,1.8258756,1.7826961,1.81066,1.8904393,1.8480822,.2220659554004669,.5070505738258362,.3565392196178436,.37997952,.36229649,.35653922,.33967867,.32076195,.28662959,21.32692,34.315926,12.989006,37923,39219,41012,41325,313,32.6,2.291415278589822,.4,.6,63.9
1123,Tallapoosa,AL,2.995751857757568,.8472093343734741,.8130279779434204,.81913179,.82849097,.83011866,.84476781,.84802318,.84639549,.6103813648223877,.2270618677139282,.2246203422546387,.21851653,.22543418,.2335726,.2238065,.20508814,.1692791,26.277771,42.983807,16.706036,39395,42181,43361,45828,2467,27.4,2.419772575910807,.2,.4,70
1125,Tuscaloosa,AL,4.235668182373047,4.767102241516113,4.7552490234375,4.8369889,4.9070401,4.9365096,5.0542216,4.8724675,4.8509007,.7339322566986084,.7833220362663269,.7946817278862,.8008554,.83518136,.86514449,.89774173,.86827248,.69919479,45.220158,57.526199,12.306042,48022,50513,52221,53326,1105,32,3.715298714454548,.2,1.6,64.2
1127,Walker,AL,1.359901189804077,1.622124314308167,1.629747033119202,1.6137393,1.6287307,1.6155179,1.6170425,1.6561726,1.6429598,.3140578866004944,.3857118785381317,.4024819731712341,.3879987,.37859732,.38723645,.37504002,.3465817,.30033693,33.484009,31.333054,-2.1509552,37025,38872,41748,43629,1881,6.2,2.487911402277336,.2,.5,90.59999999999999
1129,Washington,AL,.6564551591873169,.6860252022743225,.6741971969604492,.66236913,.66236913,.6643405,.65645516,.71953791,.69785321,.1360222399234772,.1301082223653793,.1301082223653793,.12419422,.10645218,.10250951,.092652828,.094624162,.074910797,23.787994,30.074402,6.2864075,40293,42185,40794,41370,576,23.5,1.456985671966628,7.4,.3,66.3
1131,Wilcox,AL,.5486105084419251,.5036424398422241,.5126360058784485,.50813925,.48865306,.47066584,.50364244,.52762538,.51863176,.0899361446499825,.0809425339102745,.0809425339102745,.10792337,.12291273,.12591061,.11691699,.098929763,.095931888,5.3574448,13.13401,7.7765656,24442,27012,27237,31014,3777,69.40000000000001,.5336578972006367,.2,0,27.3
1133,Winston,AL,.949485719203949,.2831799387931824,.362303763628006,.34564608,.34425798,.32482406,.32760033,.33592916,.32343593,.224878191947937,.0541373416781425,.1124390959739685,.10202807,.09161704,.090228908,.081900083,.083288215,.047196656,5.6683655,29.543327,23.874962,33896,35362,38504,35788,-2716,.7,3.153380423814329,.3,.2,96.09999999999999
2013,Aleutians East,AK,,,,,,,,,,,,,,,,,,,,57.245461,,,,,69250,-456,4.2,9.010339734121123,46.7,19.7,15.1
2016,Aleutians West,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Anchorage,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,Bethel,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Bristol Bay,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Denali,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Dillingham,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Fairbanks North Star,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Haines,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Juneau,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,Kenai Peninsula,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Ketchikan Gateway,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Kodiak Island,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,Lake and Peninsula,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,Matanuska-Susitna,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,Nome,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,North Slope,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Northwest Arctic,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Sitka,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Southeast Fairbanks,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,Valdez-Cordova,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,Yakutat,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,Yukon-Koyukuk,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,Apache,AZ,3.647748231887817,5.367262840270996,5.375556468963623,5.3748655,5.4050441,5.3331676,5.3327069,5.3944468,5.3635769,.190750002861023,.5515163540840149,.5418406128883362,.57294118,.57040703,.59620899,.59298372,.57962203,.49438348,15.19696,13.884987,-1.3119736,32460,32360,32963,32508,-455,.5,6.336088154269973,73.8,.3,22.8
4003,Cochise,AZ,2.789111852645874,2.98025393486023,2.85932731628418,2.8296809,2.8203187,2.7930129,2.844244,2.8954754,2.8101766,.5859085321426392,.6280378103256226,.5866886973381043,.58395815,.5770666,.60151196,.5916298,.55912268,.48188573,34.907082,34.322945,-.58413696,45383,47847,48649,49260,611,4.1,35.45488491820731,1.2,1.9,85.5
4005,Coconino,AZ,4.777494430541992,7.360354423522949,7.492177486419678,7.7348185,7.9224129,7.9868755,8.0622025,8.1438074,7.7155042,1.137878060340881,1.654305219650269,1.683277368545532,1.8074951,1.8119617,1.8822188,1.8701472,1.7646406,1.507272,55.301235,55.261555,-.039680481,51106,53523,57616,59460,1844,1.2,14.10804535866472,26.5,2,63.9
